metric,band_a,band_b,state,state_days,lag_days,corr,perm_p,n,uncond_best_lag,uncond_best_corr,state_conditioned,workstream,fdr_q
rank_velocity_7d,11-25,26-50,SC_OUTFLOW,646,-3,0.104,0.0647,623,1,0.1063,False,B,0.1367
rank_velocity_7d,11-25,26-50,SC_OUTFLOW,646,-1,0.1205,0.0348,625,1,0.1063,False,B,0.0858
rank_velocity_7d,11-25,26-50,SC_OUTFLOW,646,1,0.1344,0.0448,625,1,0.1063,False,B,0.1023
rank_velocity_7d,11-25,26-50,SC_OUTFLOW,646,3,0.1225,0.0498,623,1,0.1063,False,B,0.1116
rank_velocity_7d,11-25,26-50,SC_OUTFLOW,646,7,0.0547,0.3085,620,1,0.1063,False,B,0.4589
rank_velocity_7d,11-25,26-50,CONC_RISING,1112,-7,0.0267,0.3731,1053,1,0.1063,False,B,0.522
rank_velocity_7d,11-25,26-50,CONC_RISING,1112,-3,0.0697,0.0398,1061,1,0.1063,True,B,0.0933
rank_velocity_7d,11-25,26-50,CONC_RISING,1112,-1,0.1188,0.01,1068,1,0.1063,False,B,0.0356
rank_velocity_7d,11-25,26-50,CONC_RISING,1112,1,0.0717,0.0249,1068,1,0.1063,False,B,0.0658
rank_velocity_7d,11-25,26-50,CONC_RISING,1112,3,0.1151,0.0149,1061,1,0.1063,False,B,0.0461
rank_velocity_7d,11-25,26-50,CONC_RISING,1112,7,0.0752,0.0398,1053,1,0.1063,True,B,0.0933
rank_velocity_7d,11-25,26-50,CONC_FALLING,1077,-7,0.0519,0.1095,1036,1,0.1063,False,B,0.2046
rank_velocity_7d,11-25,26-50,CONC_FALLING,1077,-3,0.05,0.1642,1039,1,0.1063,False,B,0.2815
rank_velocity_7d,11-25,26-50,CONC_FALLING,1077,-1,0.003,0.9303,1040,1,0.1063,False,B,0.956
rank_velocity_7d,11-25,26-50,CONC_FALLING,1077,1,0.0156,0.607,1040,1,0.1063,False,B,0.7151
rank_velocity_7d,11-25,26-50,CONC_FALLING,1077,3,0.072,0.0398,1039,1,0.1063,False,B,0.0933
rank_velocity_7d,11-25,26-50,CONC_FALLING,1077,7,0.0081,0.8159,1036,1,0.1063,False,B,0.8713
rank_velocity_7d,26-50,51-100,BTC_UP,1127,-7,0.0965,0.0597,1074,-1,0.1691,False,B,0.1285
rank_velocity_7d,26-50,51-100,BTC_UP,1127,-3,0.2564,0.005,1081,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,BTC_UP,1127,-1,0.3325,0.005,1083,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,BTC_UP,1127,1,0.2983,0.005,1083,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,BTC_UP,1127,3,0.1442,0.0249,1081,-1,0.1691,True,B,0.0658
rank_velocity_7d,26-50,51-100,BTC_UP,1127,7,-0.0142,0.7413,1074,-1,0.1691,False,B,0.8291
rank_velocity_7d,26-50,51-100,BTC_DOWN,962,-7,0.0112,0.8358,924,-1,0.1691,False,B,0.8858
rank_velocity_7d,26-50,51-100,BTC_DOWN,962,-3,0.2478,0.005,927,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,BTC_DOWN,962,-1,0.345,0.005,931,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,BTC_DOWN,962,1,0.3472,0.005,931,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,BTC_DOWN,962,3,0.1957,0.01,927,-1,0.1691,True,B,0.0356
rank_velocity_7d,26-50,51-100,BTC_DOWN,962,7,0.0179,0.7463,924,-1,0.1691,False,B,0.8308
rank_velocity_7d,26-50,51-100,VOL_HIGH,656,-7,0.1126,0.1194,618,-1,0.1691,False,B,0.2201
rank_velocity_7d,26-50,51-100,VOL_HIGH,656,-3,0.4015,0.005,621,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,VOL_HIGH,656,-1,0.483,0.005,624,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,VOL_HIGH,656,1,0.4241,0.01,624,-1,0.1691,False,B,0.0356
rank_velocity_7d,26-50,51-100,VOL_HIGH,656,3,0.2631,0.0249,621,-1,0.1691,True,B,0.0658
rank_velocity_7d,26-50,51-100,VOL_HIGH,656,7,0.0589,0.5075,618,-1,0.1691,False,B,0.6451
rank_velocity_7d,26-50,51-100,VOL_LOW,864,-7,0.0062,0.9055,838,-1,0.1691,False,B,0.94
rank_velocity_7d,26-50,51-100,VOL_LOW,864,-3,0.1845,0.005,842,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,VOL_LOW,864,-1,0.3217,0.005,843,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,VOL_LOW,864,1,0.3392,0.005,843,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,VOL_LOW,864,3,0.2354,0.01,842,-1,0.1691,True,B,0.0356
rank_velocity_7d,26-50,51-100,VOL_LOW,864,7,0.059,0.3532,838,-1,0.1691,False,B,0.5042
rank_velocity_7d,26-50,51-100,BREADTH_EXPANDING,715,-7,0.0166,0.7711,682,-1,0.1691,False,B,0.8544
rank_velocity_7d,26-50,51-100,BREADTH_EXPANDING,715,-3,0.2545,0.005,685,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,BREADTH_EXPANDING,715,-1,0.3516,0.005,687,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,BREADTH_EXPANDING,715,1,0.2843,0.01,687,-1,0.1691,False,B,0.0356
rank_velocity_7d,26-50,51-100,BREADTH_EXPANDING,715,3,0.1729,0.005,685,-1,0.1691,True,B,0.0241
rank_velocity_7d,26-50,51-100,BREADTH_EXPANDING,715,7,0.0279,0.597,682,-1,0.1691,False,B,0.7092
rank_velocity_7d,26-50,51-100,BREADTH_CONTRACTING,1481,-7,-0.3167,0.005,1406,-1,0.1691,True,B,0.0241
rank_velocity_7d,26-50,51-100,BREADTH_CONTRACTING,1481,-3,0.1045,0.005,1416,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,BREADTH_CONTRACTING,1481,-1,0.1011,0.01,1421,-1,0.1691,False,B,0.0356
rank_velocity_7d,26-50,51-100,BREADTH_CONTRACTING,1481,1,0.0721,0.0149,1421,-1,0.1691,False,B,0.0461
rank_velocity_7d,26-50,51-100,BREADTH_CONTRACTING,1481,3,0.051,0.0547,1416,-1,0.1691,False,B,0.1199
rank_velocity_7d,26-50,51-100,BREADTH_CONTRACTING,1481,7,-0.3655,0.005,1406,-1,0.1691,True,B,0.0241
rank_velocity_7d,26-50,51-100,SC_INFLOW,1550,-7,-0.1633,0.005,1468,-1,0.1691,True,B,0.0241
rank_velocity_7d,26-50,51-100,SC_INFLOW,1550,-3,0.1432,0.01,1479,-1,0.1691,False,B,0.0356
rank_velocity_7d,26-50,51-100,SC_INFLOW,1550,-1,0.1567,0.005,1484,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,SC_INFLOW,1550,1,0.117,0.01,1484,-1,0.1691,False,B,0.0356
rank_velocity_7d,26-50,51-100,SC_INFLOW,1550,3,0.0771,0.0299,1479,-1,0.1691,True,B,0.0759
rank_velocity_7d,26-50,51-100,SC_INFLOW,1550,7,-0.1676,0.005,1468,-1,0.1691,True,B,0.0241
rank_velocity_7d,26-50,51-100,SC_OUTFLOW,646,-7,-0.0007,0.9652,620,-1,0.1691,False,B,0.9804
rank_velocity_7d,26-50,51-100,SC_OUTFLOW,646,-3,0.0978,0.1095,623,-1,0.1691,False,B,0.2046
rank_velocity_7d,26-50,51-100,SC_OUTFLOW,646,-1,0.203,0.005,625,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,SC_OUTFLOW,646,1,0.2423,0.005,625,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,SC_OUTFLOW,646,3,0.1841,0.0149,623,-1,0.1691,True,B,0.0461
rank_velocity_7d,26-50,51-100,SC_OUTFLOW,646,7,0.0355,0.5821,620,-1,0.1691,False,B,0.6962
rank_velocity_7d,26-50,51-100,CONC_RISING,1112,-7,0.0845,0.01,1053,-1,0.1691,True,B,0.0356
rank_velocity_7d,26-50,51-100,CONC_RISING,1112,-3,0.1099,0.01,1061,-1,0.1691,False,B,0.0356
rank_velocity_7d,26-50,51-100,CONC_RISING,1112,-1,0.1414,0.005,1068,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,CONC_RISING,1112,1,0.1043,0.0199,1068,-1,0.1691,False,B,0.0566
rank_velocity_7d,26-50,51-100,CONC_RISING,1112,3,0.09,0.0398,1061,-1,0.1691,True,B,0.0933
rank_velocity_7d,26-50,51-100,CONC_RISING,1112,7,0.0837,0.0498,1053,-1,0.1691,True,B,0.1116
rank_velocity_7d,26-50,51-100,CONC_FALLING,1077,-7,0.1663,0.005,1036,-1,0.1691,True,B,0.0241
rank_velocity_7d,26-50,51-100,CONC_FALLING,1077,-3,0.199,0.005,1039,-1,0.1691,False,B,0.0241
rank_velocity_7d,26-50,51-100,CONC_FALLING,1077,-1,0.1676,0.0249,1040,-1,0.1691,False,B,0.0658
rank_velocity_7d,26-50,51-100,CONC_FALLING,1077,1,0.1552,0.0149,1040,-1,0.1691,False,B,0.0461
rank_velocity_7d,26-50,51-100,CONC_FALLING,1077,3,0.1172,0.005,1039,-1,0.1691,True,B,0.0241
rank_velocity_7d,26-50,51-100,CONC_FALLING,1077,7,0.09,0.0547,1036,-1,0.1691,False,B,0.1199
rank_velocity_7d,51-100,101-200,BTC_UP,1127,-7,0.0706,0.204,1074,-7,-0.3044,False,B,0.3305
rank_velocity_7d,51-100,101-200,BTC_UP,1127,-3,0.3034,0.005,1081,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BTC_UP,1127,-1,0.4319,0.005,1083,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BTC_UP,1127,1,0.4227,0.005,1083,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BTC_UP,1127,3,0.2531,0.005,1081,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BTC_UP,1127,7,0.091,0.1294,1074,-7,-0.3044,False,B,0.2337
rank_velocity_7d,51-100,101-200,BTC_DOWN,962,-7,-0.0247,0.5622,924,-7,-0.3044,False,B,0.6839
rank_velocity_7d,51-100,101-200,BTC_DOWN,962,-3,0.4323,0.005,927,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BTC_DOWN,962,-1,0.6395,0.005,931,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BTC_DOWN,962,1,0.6267,0.01,931,-7,-0.3044,True,B,0.0356
rank_velocity_7d,51-100,101-200,BTC_DOWN,962,3,0.3794,0.0199,927,-7,-0.3044,True,B,0.0566
rank_velocity_7d,51-100,101-200,BTC_DOWN,962,7,-0.0447,0.2786,924,-7,-0.3044,False,B,0.4242
rank_velocity_7d,51-100,101-200,VOL_HIGH,656,-7,0.0205,0.7612,618,-7,-0.3044,False,B,0.8447
rank_velocity_7d,51-100,101-200,VOL_HIGH,656,-3,0.4834,0.005,621,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,VOL_HIGH,656,-1,0.6741,0.005,624,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,VOL_HIGH,656,1,0.6731,0.005,624,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,VOL_HIGH,656,3,0.4682,0.0149,621,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,VOL_HIGH,656,7,0.0989,0.1294,618,-7,-0.3044,False,B,0.2337
rank_velocity_7d,51-100,101-200,VOL_LOW,864,-7,-0.0011,0.995,838,-7,-0.3044,False,B,0.9964
rank_velocity_7d,51-100,101-200,VOL_LOW,864,-3,0.3198,0.005,842,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,VOL_LOW,864,-1,0.4793,0.005,843,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,VOL_LOW,864,1,0.4729,0.005,843,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,VOL_LOW,864,3,0.322,0.005,842,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,VOL_LOW,864,7,0.0945,0.1443,838,-7,-0.3044,False,B,0.2548
rank_velocity_7d,51-100,101-200,BREADTH_EXPANDING,715,-7,0.0471,0.4975,682,-7,-0.3044,False,B,0.6393
rank_velocity_7d,51-100,101-200,BREADTH_EXPANDING,715,-3,0.3761,0.005,685,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BREADTH_EXPANDING,715,-1,0.4761,0.005,687,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BREADTH_EXPANDING,715,1,0.4852,0.01,687,-7,-0.3044,True,B,0.0356
rank_velocity_7d,51-100,101-200,BREADTH_EXPANDING,715,3,0.2907,0.005,685,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BREADTH_EXPANDING,715,7,0.0931,0.1493,682,-7,-0.3044,False,B,0.2616
rank_velocity_7d,51-100,101-200,BREADTH_CONTRACTING,1481,-7,-0.5359,0.005,1406,-7,-0.3044,False,B,0.0241
rank_velocity_7d,51-100,101-200,BREADTH_CONTRACTING,1481,-3,0.074,0.005,1416,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,BREADTH_CONTRACTING,1481,-1,0.0635,0.0149,1421,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,BREADTH_CONTRACTING,1481,1,0.0921,0.0149,1421,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,BREADTH_CONTRACTING,1481,3,0.0714,0.0249,1416,-7,-0.3044,True,B,0.0658
rank_velocity_7d,51-100,101-200,BREADTH_CONTRACTING,1481,7,-0.4157,0.01,1406,-7,-0.3044,True,B,0.0356
rank_velocity_7d,51-100,101-200,SC_INFLOW,1550,-7,-0.3206,0.005,1468,-7,-0.3044,False,B,0.0241
rank_velocity_7d,51-100,101-200,SC_INFLOW,1550,-3,0.1032,0.0149,1479,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,SC_INFLOW,1550,-1,0.0925,0.005,1484,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,SC_INFLOW,1550,1,0.1215,0.0149,1484,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,SC_INFLOW,1550,3,0.0932,0.0149,1479,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,SC_INFLOW,1550,7,-0.0864,0.0149,1468,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,SC_OUTFLOW,646,-7,-0.0342,0.7065,620,-7,-0.3044,False,B,0.7978
rank_velocity_7d,51-100,101-200,SC_OUTFLOW,646,-3,0.2969,0.005,623,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,SC_OUTFLOW,646,-1,0.4631,0.005,625,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,SC_OUTFLOW,646,1,0.397,0.005,625,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,SC_OUTFLOW,646,3,0.2508,0.0149,623,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,SC_OUTFLOW,646,7,0.0339,0.7463,620,-7,-0.3044,False,B,0.8308
rank_velocity_7d,51-100,101-200,CONC_RISING,1112,-7,0.0426,0.1592,1053,-7,-0.3044,False,B,0.2756
rank_velocity_7d,51-100,101-200,CONC_RISING,1112,-3,0.0243,0.3731,1061,-7,-0.3044,False,B,0.522
rank_velocity_7d,51-100,101-200,CONC_RISING,1112,-1,0.0196,0.1791,1068,-7,-0.3044,False,B,0.2998
rank_velocity_7d,51-100,101-200,CONC_RISING,1112,1,0.1048,0.005,1068,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,CONC_RISING,1112,3,0.1443,0.0149,1061,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,CONC_RISING,1112,7,0.0518,0.1393,1053,-7,-0.3044,False,B,0.2491
rank_velocity_7d,51-100,101-200,CONC_FALLING,1077,-7,0.1142,0.0199,1036,-7,-0.3044,True,B,0.0566
rank_velocity_7d,51-100,101-200,CONC_FALLING,1077,-3,0.3434,0.005,1039,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,CONC_FALLING,1077,-1,0.3943,0.005,1040,-7,-0.3044,True,B,0.0241
rank_velocity_7d,51-100,101-200,CONC_FALLING,1077,1,0.3934,0.01,1040,-7,-0.3044,True,B,0.0356
rank_velocity_7d,51-100,101-200,CONC_FALLING,1077,3,0.3566,0.0149,1039,-7,-0.3044,True,B,0.0461
rank_velocity_7d,51-100,101-200,CONC_FALLING,1077,7,0.1123,0.0398,1036,-7,-0.3044,True,B,0.0933
rank_velocity_7d,101-200,201-300,BTC_UP,1127,-7,0.0385,0.209,1074,7,-0.0727,False,B,0.3371
rank_velocity_7d,101-200,201-300,BTC_UP,1127,-3,0.0022,0.9552,1081,7,-0.0727,False,B,0.9745
rank_velocity_7d,101-200,201-300,BTC_UP,1127,-1,0.0381,0.3035,1083,7,-0.0727,False,B,0.4533
rank_velocity_7d,101-200,201-300,BTC_UP,1127,1,0.0507,0.1095,1083,7,-0.0727,False,B,0.2046
rank_velocity_7d,101-200,201-300,BTC_UP,1127,3,0.0898,0.005,1081,7,-0.0727,True,B,0.0241
rank_velocity_7d,101-200,201-300,BTC_UP,1127,7,0.0211,0.5124,1074,7,-0.0727,False,B,0.6478
rank_velocity_7d,101-200,201-300,BTC_DOWN,962,-7,0.0807,0.0547,924,7,-0.0727,False,B,0.1199
rank_velocity_7d,101-200,201-300,BTC_DOWN,962,-3,-0.1509,0.0199,927,7,-0.0727,True,B,0.0566
rank_velocity_7d,101-200,201-300,BTC_DOWN,962,-1,-0.2842,0.005,931,7,-0.0727,True,B,0.0241
rank_velocity_7d,101-200,201-300,BTC_DOWN,962,1,-0.306,0.005,931,7,-0.0727,True,B,0.0241
rank_velocity_7d,101-200,201-300,BTC_DOWN,962,3,-0.2051,0.0199,927,7,-0.0727,True,B,0.0566
rank_velocity_7d,101-200,201-300,BTC_DOWN,962,7,-0.0025,0.9154,924,7,-0.0727,False,B,0.9434
rank_velocity_7d,101-200,201-300,VOL_HIGH,656,-7,0.0081,0.8856,618,7,-0.0727,False,B,0.9248
rank_velocity_7d,101-200,201-300,VOL_HIGH,656,-3,-0.1812,0.005,621,7,-0.0727,True,B,0.0241
rank_velocity_7d,101-200,201-300,VOL_HIGH,656,-1,-0.2878,0.005,624,7,-0.0727,True,B,0.0241
rank_velocity_7d,101-200,201-300,VOL_HIGH,656,1,-0.312,0.005,624,7,-0.0727,True,B,0.0241
rank_velocity_7d,101-200,201-300,VOL_HIGH,656,3,-0.23,0.0149,621,7,-0.0727,True,B,0.0461
rank_velocity_7d,101-200,201-300,VOL_HIGH,656,7,-0.0328,0.5672,618,7,-0.0727,False,B,0.6865
rank_velocity_7d,101-200,201-300,VOL_LOW,864,-7,-0.0241,0.5373,838,7,-0.0727,False,B,0.6627
rank_velocity_7d,101-200,201-300,VOL_LOW,864,-3,-0.0278,0.4279,842,7,-0.0727,False,B,0.5716
rank_velocity_7d,101-200,201-300,VOL_LOW,864,-1,-0.004,0.9104,843,7,-0.0727,False,B,0.9423
rank_velocity_7d,101-200,201-300,VOL_LOW,864,1,0.0051,0.8607,843,7,-0.0727,False,B,0.9055
rank_velocity_7d,101-200,201-300,VOL_LOW,864,3,0.0332,0.3831,842,7,-0.0727,False,B,0.5318
rank_velocity_7d,101-200,201-300,VOL_LOW,864,7,0.0371,0.3781,838,7,-0.0727,False,B,0.527
rank_velocity_7d,101-200,201-300,BREADTH_EXPANDING,715,-7,0.0474,0.2637,682,7,-0.0727,False,B,0.4094
rank_velocity_7d,101-200,201-300,BREADTH_EXPANDING,715,-3,0.0298,0.5522,685,7,-0.0727,False,B,0.6776
rank_velocity_7d,101-200,201-300,BREADTH_EXPANDING,715,-1,0.0569,0.2786,687,7,-0.0727,False,B,0.4242
rank_velocity_7d,101-200,201-300,BREADTH_EXPANDING,715,1,0.0584,0.2438,687,7,-0.0727,False,B,0.387
rank_velocity_7d,101-200,201-300,BREADTH_EXPANDING,715,3,0.0894,0.0697,685,7,-0.0727,False,B,0.1456
rank_velocity_7d,101-200,201-300,BREADTH_EXPANDING,715,7,0.041,0.3682,682,7,-0.0727,False,B,0.5183
rank_velocity_7d,101-200,201-300,BREADTH_CONTRACTING,1481,-7,-0.1365,0.01,1406,7,-0.0727,True,B,0.0356
rank_velocity_7d,101-200,201-300,BREADTH_CONTRACTING,1481,-3,-0.0456,0.0796,1416,7,-0.0727,False,B,0.1601
rank_velocity_7d,101-200,201-300,BREADTH_CONTRACTING,1481,-1,-0.072,0.0398,1421,7,-0.0727,True,B,0.0933
rank_velocity_7d,101-200,201-300,BREADTH_CONTRACTING,1481,1,-0.0735,0.0547,1421,7,-0.0727,False,B,0.1199
rank_velocity_7d,101-200,201-300,BREADTH_CONTRACTING,1481,3,-0.0455,0.1144,1416,7,-0.0727,False,B,0.212
rank_velocity_7d,101-200,201-300,BREADTH_CONTRACTING,1481,7,-0.1008,0.0249,1406,7,-0.0727,False,B,0.0658
rank_velocity_7d,101-200,201-300,SC_INFLOW,1550,-7,-0.0511,0.0896,1468,7,-0.0727,False,B,0.1748
rank_velocity_7d,101-200,201-300,SC_INFLOW,1550,-3,-0.0394,0.1194,1479,7,-0.0727,False,B,0.2201
rank_velocity_7d,101-200,201-300,SC_INFLOW,1550,-1,-0.0546,0.0995,1484,7,-0.0727,False,B,0.1909
rank_velocity_7d,101-200,201-300,SC_INFLOW,1550,1,-0.0567,0.0846,1484,7,-0.0727,False,B,0.1687
rank_velocity_7d,101-200,201-300,SC_INFLOW,1550,3,-0.0298,0.1592,1479,7,-0.0727,False,B,0.2756
rank_velocity_7d,101-200,201-300,SC_INFLOW,1550,7,-0.0746,0.0398,1468,7,-0.0727,False,B,0.0933
rank_velocity_7d,101-200,201-300,SC_OUTFLOW,646,-7,0.1239,0.0398,620,7,-0.0727,True,B,0.0933
rank_velocity_7d,101-200,201-300,SC_OUTFLOW,646,-3,-0.0911,0.1095,623,7,-0.0727,False,B,0.2046
rank_velocity_7d,101-200,201-300,SC_OUTFLOW,646,-1,-0.0298,0.5572,625,7,-0.0727,False,B,0.6813
rank_velocity_7d,101-200,201-300,SC_OUTFLOW,646,1,-0.0987,0.1144,625,7,-0.0727,False,B,0.212
rank_velocity_7d,101-200,201-300,SC_OUTFLOW,646,3,-0.0498,0.3035,623,7,-0.0727,False,B,0.4533
rank_velocity_7d,101-200,201-300,SC_OUTFLOW,646,7,0.0483,0.3134,620,7,-0.0727,False,B,0.4632
rank_velocity_7d,101-200,201-300,CONC_RISING,1112,-7,0.0001,1.0,1053,7,-0.0727,False,B,1.0
rank_velocity_7d,101-200,201-300,CONC_RISING,1112,-3,-0.0418,0.4279,1061,7,-0.0727,False,B,0.5716
rank_velocity_7d,101-200,201-300,CONC_RISING,1112,-1,-0.0211,0.194,1068,7,-0.0727,False,B,0.3172
rank_velocity_7d,101-200,201-300,CONC_RISING,1112,1,-0.0152,0.3433,1068,7,-0.0727,False,B,0.496
rank_velocity_7d,101-200,201-300,CONC_RISING,1112,3,-0.0173,0.3383,1061,7,-0.0727,False,B,0.4898
rank_velocity_7d,101-200,201-300,CONC_RISING,1112,7,-0.007,0.6368,1053,7,-0.0727,False,B,0.7367
rank_velocity_7d,101-200,201-300,CONC_FALLING,1077,-7,-0.035,0.3383,1036,7,-0.0727,False,B,0.4898
rank_velocity_7d,101-200,201-300,CONC_FALLING,1077,-3,-0.1168,0.0348,1039,7,-0.0727,True,B,0.0858
rank_velocity_7d,101-200,201-300,CONC_FALLING,1077,-1,-0.2158,0.005,1040,7,-0.0727,True,B,0.0241
rank_velocity_7d,101-200,201-300,CONC_FALLING,1077,1,-0.2308,0.005,1040,7,-0.0727,True,B,0.0241
rank_velocity_7d,101-200,201-300,CONC_FALLING,1077,3,-0.2008,0.01,1039,7,-0.0727,True,B,0.0356
rank_velocity_7d,101-200,201-300,CONC_FALLING,1077,7,-0.0097,0.8607,1036,7,-0.0727,False,B,0.9055
rank_velocity_7d,201-300,301-500,BTC_UP,1127,-7,-0.3258,0.005,1074,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,BTC_UP,1127,-3,0.0484,0.1343,1081,7,-0.4027,False,B,0.2419
rank_velocity_7d,201-300,301-500,BTC_UP,1127,-1,0.2276,0.005,1083,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,BTC_UP,1127,1,0.2314,0.01,1083,7,-0.4027,True,B,0.0356
rank_velocity_7d,201-300,301-500,BTC_UP,1127,3,0.0425,0.1045,1081,7,-0.4027,False,B,0.1973
rank_velocity_7d,201-300,301-500,BTC_UP,1127,7,-0.3116,0.005,1074,7,-0.4027,False,B,0.0241
rank_velocity_7d,201-300,301-500,BTC_DOWN,962,-7,-0.2246,0.005,924,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,BTC_DOWN,962,-3,0.0708,0.0896,927,7,-0.4027,False,B,0.1748
rank_velocity_7d,201-300,301-500,BTC_DOWN,962,-1,0.3314,0.005,931,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,BTC_DOWN,962,1,0.3373,0.005,931,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,BTC_DOWN,962,3,0.0886,0.0398,927,7,-0.4027,True,B,0.0933
rank_velocity_7d,201-300,301-500,BTC_DOWN,962,7,-0.1885,0.01,924,7,-0.4027,False,B,0.0356
rank_velocity_7d,201-300,301-500,VOL_HIGH,656,-7,-0.1566,0.01,618,7,-0.4027,True,B,0.0356
rank_velocity_7d,201-300,301-500,VOL_HIGH,656,-3,0.1676,0.005,621,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,VOL_HIGH,656,-1,0.446,0.005,624,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,VOL_HIGH,656,1,0.4414,0.01,624,7,-0.4027,True,B,0.0356
rank_velocity_7d,201-300,301-500,VOL_HIGH,656,3,0.1519,0.0299,621,7,-0.4027,True,B,0.0759
rank_velocity_7d,201-300,301-500,VOL_HIGH,656,7,-0.1184,0.0647,618,7,-0.4027,False,B,0.1367
rank_velocity_7d,201-300,301-500,VOL_LOW,864,-7,-0.1771,0.005,838,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,VOL_LOW,864,-3,0.0598,0.0697,842,7,-0.4027,False,B,0.1456
rank_velocity_7d,201-300,301-500,VOL_LOW,864,-1,0.167,0.005,843,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,VOL_LOW,864,1,0.1662,0.005,843,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,VOL_LOW,864,3,0.0482,0.1741,842,7,-0.4027,False,B,0.2935
rank_velocity_7d,201-300,301-500,VOL_LOW,864,7,-0.1778,0.005,838,7,-0.4027,False,B,0.0241
rank_velocity_7d,201-300,301-500,BREADTH_EXPANDING,715,-7,-0.3304,0.005,682,7,-0.4027,True,B,0.0241
rank_velocity_7d,201-300,301-500,BREADTH_EXPANDING,715,-3,0.2307,0.01,685,7,-0.4027,True,B,0.0356
rank_velocity_7d,201-300,301-500,BREADTH_EXPANDING,715,-1,0.172,0.01,687,7,-0.4027,True,B,0.0356
rank_velocity_7d,201-300,301-500,BREADTH_EXPANDING,715,1,0.1867,0.01,687,7,-0.4027,True,B,0.0356
