rank_band,sector,n_assets,n_obs,n_events_ge3s,p_ge3s,baseline_band_ge3s,lift_ge3s,med_z,p95_z,up_med_z,dn_med_z,up_pge2s,dn_pge2s,rev7_p,fwd7_med_sig,momenta_mode
1001-1500,base,31,2088,33,0.02092580849714648,0.023030417945931754,-0.002104609448785273,0.39238256143830536,2.1041227806721037,0.41592104326183804,0.386092032921856,0.09640287769784173,0.02161547212741752,0.4703065134099617,-0.299218195599194,SHORT_COLD_MEDIUM_COLD
1001-1500,binance-chain,17,3106,67,0.023320570831883047,0.023030417945931754,0.00029015288595129335,0.40801618698594994,2.141103512358183,0.3987542349581239,0.4148535562142307,0.07760532150776053,0.042932628797886396,0.4687701223438506,-0.11687506724448815,SHORT_COLD_MEDIUM_COLD
1001-1500,binance-labs-portfolio,4,987,20,0.021574973031283712,0.023030417945931754,-0.0014554449146480415,0.4161139470812997,1.9668286180381735,0.4252437909857579,0.40237837574921365,0.0731070496083551,0.03125,0.46808510638297873,-0.42473105430366587,SHORT_COLD_MEDIUM_COLD
1001-1500,binance-smart-chain,141,10118,225,0.025108804820890524,0.023030417945931754,0.00207838687495877,0.3990308901942881,2.0847527748859,0.4082898712648398,0.4030103362016446,0.07991255768763662,0.03343145500420521,0.48813994860644394,-0.1292839259132385,SHORT_COLD_MEDIUM_COLD
1001-1500,bnb-chain,161,22243,487,0.02520051746442432,0.023030417945931754,0.0021700995184925666,0.3930626693491843,2.156065467020402,0.4044082789966319,0.41467624878235154,0.06998867497168743,0.049800399201596804,0.4416670413163692,-0.11084793859450824,SHORT_COLD_MEDIUM_COLD
1001-1500,bullperks-launchpad,3,500,23,0.04618473895582329,0.023030417945931754,0.023154321009891538,0.32060480743361097,2.8481840340421005,0.37496789000126785,0.2979414819835462,0.1092436974789916,0.03474903474903475,0.564,0.005253626592755764,SHORT_COLD_MEDIUM_COLD
1001-1500,cardano,4,1541,39,0.026,0.023030417945931754,0.002969582054068245,0.5218273881266595,2.3220856019143863,0.5118552348004732,0.534893993209283,0.0963855421686747,0.0562874251497006,0.509409474367294,-0.49696498360572594,SHORT_COLD_MEDIUM_COLD
1001-1500,centralized-exchange,19,3570,90,0.02522421524663677,0.023030417945931754,0.0021937973007050172,0.4273976554150064,2.1883253601114774,0.4064706737982535,0.4479733386988578,0.06430288461538461,0.057385759829968117,0.5016806722689076,-0.1882916380642162,SHORT_COLD_MEDIUM_COLD
1001-1500,coinbase-ventures-portfolio,4,367,8,0.02185792349726776,0.023030417945931754,-0.0011724944486639945,0.4981695182876059,2.2094571968319237,0.4492659273418562,0.5411268620511683,0.08433734939759036,0.06,0.49591280653950953,-0.7024432470653135,SHORT_COLD_MEDIUM_COLD
1001-1500,collectibles-nfts,268,71126,1592,0.023678848184671218,0.023030417945931754,0.0006484302387394641,0.43189551456454583,2.1651823872622953,0.4285592046190173,0.4511547660133029,0.07754415475189234,0.04574698168478112,0.4772235188257459,-0.3031313890849285,SHORT_COLD_MEDIUM_COLD
1001-1500,commodities,5,888,19,0.023399014778325122,0.023030417945931754,0.0003685968323933683,0.3965128772248082,2.3737774912498435,0.48792890268530564,0.3506668175643704,0.07222222222222222,0.06306306306306306,0.47297297297297297,-0.21892031698019937,SHORT_COLD_MEDIUM_COLD
1001-1500,communications-social-media,51,9254,195,0.022224754957829954,0.023030417945931754,-0.0008056629881018004,0.43260773600410174,2.1091394623391224,0.42696714275564207,0.457181523737642,0.0785466203580016,0.04144218814753419,0.47449751458828615,-0.36698663692160116,SHORT_COLD_MEDIUM_COLD
1001-1500,content-creation,12,656,15,0.025210084033613446,0.023030417945931754,0.002179666087681692,0.29170621380174844,1.9361162795413456,0.23117534485438618,0.35714444989672445,0.041666666666666664,0.054380664652567974,0.4740853658536585,-0.4835245055116202,SHORT_COLD_MEDIUM_COLD
1001-1500,cosmos,37,7642,166,0.02239309321462296,0.023030417945931754,-0.0006373247313087929,0.4418258850083578,2.1529330467399554,0.45247252061374216,0.4516577651644783,0.07852265673494724,0.04743276283618582,0.49398063334205705,-0.3193794793110086,SHORT_COLD_MEDIUM_COLD
1001-1500,cronos,5,965,23,0.02454642475987193,0.023030417945931754,0.001516006813940176,0.08484735596614762,2.0800586331396094,0.4640019421180053,0.4188536397736664,0.12053571428571429,0.06567164179104477,0.28808290155440414,0.0,SHORT_COLD_MEDIUM_COLD
1001-1500,crowdfunding,8,1400,34,0.025954198473282442,0.023030417945931754,0.0029237805273506882,0.3849992808549963,2.183046228722616,0.40743875018610115,0.39103503254172944,0.0931899641577061,0.037604456824512536,0.46214285714285713,-0.37738487583987385,SHORT_COLD_MEDIUM_COLD
1001-1500,cybersecurity,19,3713,74,0.021142857142857144,0.023030417945931754,-0.0018875608030746102,0.4492314849742203,2.04070286236627,0.4572403865724881,0.44362248437725427,0.0720257234726688,0.03875968992248062,0.4901696741179639,-0.20310494317523076,SHORT_COLD_MEDIUM_COLD
1001-1500,dag,9,2742,83,0.0322706065318818,0.023030417945931754,0.009240188585950049,0.3891115259647544,2.3717803686749974,0.4767821838432084,0.4788702043191289,0.09108341323106424,0.0661764705882353,0.45295404814004375,0.0,SHORT_COLD_MEDIUM_COLD
1001-1500,dao,24,6853,176,0.02680067001675042,0.023030417945931754,0.003770252070818665,0.3923590555070846,2.2214766305491316,0.39593466554023504,0.3906331784222668,0.0811623246492986,0.04574796519786697,0.4917554355756603,-0.14220966934419613,SHORT_COLD_MEDIUM_COLD
1001-1500,dao-maker,8,489,9,0.02406417112299465,0.023030417945931754,0.0010337531770628974,0.48417808061533124,1.950900158273696,0.5508160536262274,0.44450169371904547,0.0872093023255814,0.01485148514851485,0.4785276073619632,-0.373212695318164,SHORT_COLD_MEDIUM_COLD
1001-1500,dapp,9,386,4,0.012779552715654952,0.023030417945931754,-0.010250865230276802,0.36402527161128356,1.8314642818030937,0.33520777757111353,0.4039130161801924,0.0457516339869281,0.025,0.48186528497409326,-0.2453607278201708,SHORT_COLD_MEDIUM_COLD
1001-1500,decentralized-exchange,33,5129,106,0.02124248496993988,0.023030417945931754,-0.0017879329759918731,0.38517787867785974,2.0002099015123767,0.3749168161342593,0.3996176052077536,0.06577119036591014,0.038434163701067614,0.49639305907584325,-0.23841734761195593,SHORT_COLD_MEDIUM_COLD
1001-1500,decentralized-exchange-dex-token,64,11774,272,0.02364600538989829,0.023030417945931754,0.0006155874439665344,0.413352771648369,2.1640244036213394,0.3949360095719868,0.4295646624961181,0.0720616570327553,0.046648622830759434,0.5067096993375234,-0.17859698264317259,SHORT_COLD_MEDIUM_COLD
1001-1500,defi,519,85439,1968,0.024230186774356385,0.023030417945931754,0.0011997688284246313,0.4255695680819766,2.164633070187527,0.4189709073531376,0.43523159517027554,0.0743388328667337,0.048330344373567,0.4984491859689369,-0.23155118619503934,SHORT_COLD_MEDIUM_COLD
1001-1500,derivatives,5,531,6,0.011299435028248588,0.023030417945931754,-0.011730982917683166,0.5990463527146022,2.1333016856687426,0.5473637436755653,0.6304780744221978,0.05791505791505792,0.051470588235294115,0.5065913370998116,-0.31835674883471776,SHORT_COLD_MEDIUM_COLD
1001-1500,distributed-computing,37,6507,155,0.024931639054206207,0.023030417945931754,0.0019012211082744535,0.43433585532144886,2.176677031256434,0.425127311627577,0.4392898455368834,0.08073394495412844,0.04241903124104328,0.5019210081450746,-0.3078060685025087,SHORT_COLD_MEDIUM_COLD
1001-1500,dpos,12,3182,77,0.024632117722328855,0.023030417945931754,0.001601699776397101,0.3716618792751033,2.196058776223139,0.36936517561030263,0.37281211759695604,0.08947006194081211,0.03710353081986834,0.542740414833438,-0.014882342252799287,SHORT_COLD_MEDIUM_COLD
1001-1500,duckstarter,9,939,24,0.030690537084398978,0.023030417945931754,0.007660119138467224,0.39268684336775184,2.201302414458021,0.4204997928051174,0.3786405505486831,0.09375,0.027906976744186046,0.5058572949946751,0.05875158361107736,SHORT_COLD_MEDIUM_COLD
1001-1500,dwf-labs-portfolio,15,2394,74,0.03225806451612903,0.023030417945931754,0.009227646570197277,0.4409921209484913,2.408234546095433,0.4267473281993218,0.4463319934486195,0.09763617677286741,0.05677517032551098,0.5050125313283208,-0.2666291011354579,SHORT_COLD_MEDIUM_COLD
1001-1500,e-commerce,5,588,14,0.025594149908592323,0.023030417945931754,0.002563731962660569,0.37498201170902984,2.1398690356779486,0.29711440379844595,0.415337915847926,0.06329113924050633,0.05901639344262295,0.5170068027210885,-0.003267128282040251,SHORT_COLD_MEDIUM_COLD
1001-1500,education,13,2349,53,0.023399558498896248,0.023030417945931754,0.0003691405529644941,0.41233403739579944,2.200366887272,0.4260966785068735,0.40109506798718714,0.07884972170686456,0.045531197301854974,0.5197956577266922,0.01377396132802107,SHORT_COLD_MEDIUM_COLD
1001-1500,energy,14,2645,51,0.020134228187919462,0.023030417945931754,-0.0028961897580122922,0.49404211353382155,2.1791798672632097,0.5185560706538382,0.4795126688079837,0.07579462102689487,0.04670750382848392,0.511531190926276,0.04785794449261885,SHORT_COLD_MEDIUM_COLD
1001-1500,enterprise-solutions,11,903,16,0.01880141010575793,0.023030417945931754,-0.004229007840173823,0.33216848348215344,2.0617959561833494,0.36619939005804353,0.3241232481752253,0.07506702412868632,0.03571428571428571,0.5116279069767442,-0.2468970519216709,SHORT_COLD_MEDIUM_COLD
1001-1500,entertainment,15,1006,28,0.034782608695652174,0.023030417945931754,0.01175219074972042,0.4022379319247569,2.2371034631588658,0.403108410211573,0.403469554781142,0.10626702997275204,0.03695150115473441,0.4831013916500994,-0.6163244435566748,SHORT_COLD_MEDIUM_COLD
1001-1500,ethereum,353,47312,1090,0.024502090545340107,0.023030417945931754,0.001471672599408353,0.38039572916503744,2.1556861545745742,0.3789159688943118,0.41069498495034534,0.07354721549636804,0.04780859623120898,0.4819284748055462,-0.24001448864911645,SHORT_COLD_MEDIUM_COLD
1001-1500,events,7,1890,38,0.02086765513454146,0.023030417945931754,-0.002162762811390294,0.45602430470904143,2.048704935909834,0.468242104146671,0.44680534520052984,0.07719714964370546,0.03268641470888662,0.535978835978836,0.011255460347220917,SHORT_COLD_MEDIUM_COLD
1001-1500,exnetwork-capital-portfolio,10,1659,43,0.027511196417146513,0.023030417945931754,0.004480778471214759,0.42692408622968897,2.13541782684984,0.4109836010876385,0.44852344870016203,0.06723891273247497,0.052132701421800945,0.4912597950572634,-0.3291780784197059,SHORT_COLD_MEDIUM_COLD
1001-1500,fan-token,27,5635,116,0.022398146360301217,0.023030417945931754,-0.0006322715856305373,0.42699157831086115,2.1932356745673696,0.42770138555883364,0.4252993957772985,0.06921824104234528,0.04884318766066838,0.49494232475598937,-0.22969546058833995,SHORT_COLD_MEDIUM_COLD
1001-1500,fantom,5,1622,39,0.024375,0.023030417945931754,0.0013445820540682468,0.4730528680516168,2.3323182592451475,0.448705458543567,0.48270360920086175,0.1111111111111111,0.04477611940298507,0.48273736128236744,-0.09968267923373769,SHORT_COLD_MEDIUM_COLD
1001-1500,filesharing,5,853,22,0.02579132473622509,0.023030417945931754,0.0027609067902933347,0.355685952240241,2.217909597130994,0.3150681640041629,0.40856474284705835,0.07552083333333333,0.05555555555555555,0.5158264947245017,-0.04538996595516037,SHORT_COLD_MEDIUM_COLD
1001-1500,gambling,44,7694,168,0.023552502453385672,0.023030417945931754,0.0005220845074539182,0.42894173264134455,2.2077676160104738,0.43427081601616785,0.42956172281379235,0.08252131546894031,0.05030128373067854,0.4924616584351443,-0.01675638155617562,SHORT_COLD_MEDIUM_COLD
1001-1500,gaming,158,22538,482,0.02316305444759479,0.023030417945931754,0.00013263650166303598,0.4388523986660723,2.1229591233169827,0.4328017562129267,0.45921538365198883,0.08035103715523137,0.03993514805017493,0.47386635903806906,-0.469597107103175,SHORT_COLD_MEDIUM_COLD
1001-1500,hardware,7,1089,22,0.021589793915603533,0.023030417945931754,-0.0014406240303282206,0.40125999288517183,2.3670211780344044,0.441259085871895,0.3931136491840517,0.07905982905982906,0.06019417475728155,0.45454545454545453,-0.3367489246934704,SHORT_COLD_MEDIUM_COLD
1001-1500,health,21,6108,156,0.02653512502126212,0.023030417945931754,0.003504707075330366,0.40320747384769334,2.2281460585588904,0.41226460052766767,0.404800122646384,0.087509349289454,0.0420486879544736,0.519155206286837,-0.08070306961093845,SHORT_COLD_MEDIUM_COLD
1001-1500,hospitality,6,772,22,0.02857142857142857,0.023030417945931754,0.0055410106254968165,0.41254132587680226,2.1387497449976913,0.4018947654454542,0.41983831251027093,0.07507507507507508,0.05263157894736842,0.48186528497409326,-0.12828087650509437,SHORT_COLD_MEDIUM_COLD
1001-1500,hybrid-pow-pos,45,4713,148,0.032642258491398325,0.023030417945931754,0.009611840545466571,0.35866175767646635,2.394596127753923,0.4034437195916761,0.3423272267573838,0.10567604983848639,0.03830911492734478,0.5113515807341397,0.04496042529425046,SHORT_COLD_MEDIUM_COLD
1001-1500,identity,6,924,16,0.0175054704595186,0.023030417945931754,-0.005524947486413155,0.48643266240492755,2.0546629825423426,0.4705003201641298,0.504255796532195,0.06565656565656566,0.04633204633204633,0.5,-0.1882696512221935,SHORT_COLD_MEDIUM_COLD
1001-1500,insurance,9,2601,46,0.018752547900529964,0.023030417945931754,-0.0042778700454017896,0.4844382058415423,2.120194399919308,0.4688303632895853,0.5102699390117409,0.06691109074243813,0.04932735426008968,0.5086505190311419,-0.3136731514321065,SHORT_COLD_MEDIUM_COLD
1001-1500,interoperability,18,2015,44,0.02300052273915316,0.023030417945931754,-2.989520677859278e-05,0.4942619120942207,2.1748340250421387,0.4918622005440578,0.4974255290275559,0.0955794504181601,0.039962825278810406,0.4947890818858561,-0.23562815917738955,SHORT_COLD_MEDIUM_COLD
1001-1500,iot,16,1875,52,0.028002154011847066,0.023030417945931754,0.004971736065915312,0.3908206885588639,2.362785440890638,0.3549752016149727,0.43167381973946284,0.08213096559378469,0.058577405857740586,0.4826666666666667,-0.12778288941274807,SHORT_COLD_MEDIUM_COLD
1001-1500,klaytn,10,1862,47,0.025309639203015617,0.023030417945931754,0.0022792212570838626,0.39861059672150806,2.2278631607705957,0.403194527496252,0.396571527963294,0.06215316315205328,0.061780104712041886,0.5010741138560687,-0.17318740645270875,SHORT_COLD_MEDIUM_COLD
1001-1500,launchpad,22,7020,159,0.023221848984956914,0.023030417945931754,0.00019143103902516043,0.48825338773974436,2.153645002034673,0.4936479494981847,0.4856475903482945,0.08056872037914692,0.041621327529923834,0.4841880341880342,-0.42423185206449154,SHORT_COLD_MEDIUM_COLD
1001-1500,layer-1,14,1332,28,0.022764227642276424,0.023030417945931754,-0.00026619030365532953,0.507210277368817,2.2822430538206198,0.5179153316519107,0.5032580593049278,0.11259541984732824,0.039660056657223795,0.466966966966967,-0.6648744501651032,SHORT_COLD_MEDIUM_COLD
1001-1500,layer-2,4,515,10,0.0196078431372549,0.023030417945931754,-0.0034225748086768523,0.4963890801815245,2.0460460315564952,0.5462689638952709,0.48038467835351617,0.09803921568627451,0.02287581699346405,0.48349514563106794,-0.45326438100507815,SHORT_COLD_MEDIUM_COLD
1001-1500,logistics,10,2602,55,0.02125193199381762,0.023030417945931754,-0.0017784859521141339,0.47809664566486426,2.034431262354311,0.47431943483267164,0.4821301966927973,0.07545605306799337,0.03291880029261156,0.5207532667179093,0.04129658794410031,SHORT_COLD_MEDIUM_COLD
1001-1500,loyalty,4,392,11,0.03133903133903134,0.023030417945931754,0.008308613393099587,0.27256490263314026,2.26099229305178,0.25698228767950876,0.31915991699769575,0.10191082802547771,0.026595744680851064,0.4846938775510204,-0.2846876665991186,SHORT_COLD_MEDIUM_COLD
1001-1500,marketing,24,2827,87,0.03346153846153846,0.023030417945931754,0.010431120515606705,0.3368771407420399,2.319250884205489,0.33307480929693317,0.3662097722647762,0.08713355048859935,0.040519877675840976,0.4923947647683056,0.024459518605981567,SHORT_COLD_MEDIUM_COLD
1001-1500,marketplace,112,23743,554,0.024586162517197,0.023030417945931754,0.0015557445712652447,0.3850101227367963,2.179993828587207,0.384589594590672,0.40249442317698675,0.08129057261893227,0.04370526315789474,0.5006949416670177,-0.08611821941083996,SHORT_COLD_MEDIUM_COLD
1001-1500,masternodes,13,3011,68,0.022606382978723406,0.023030417945931754,-0.00042403496720834835,0.3900033476652357,2.0933510244505826,0.3831693923452533,0.3944986923411342,0.0773121387283237,0.03888888888888889,0.5277316506144138,-0.139191811025969,SHORT_COLD_MEDIUM_COLD
1001-1500,media,46,7191,180,0.02569960022844089,0.023030417945931754,0.0026691822825091367,0.3935506091847165,2.215939009823864,0.4050998323337325,0.39283835175283965,0.08173076923076923,0.04337016574585635,0.5238492560144625,0.0,SHORT_COLD_MEDIUM_COLD
1001-1500,medium-of-exchange,24,4742,128,0.02752096323371318,0.023030417945931754,0.004490545287781426,0.3942689948747148,2.3089525467658776,0.4115950535629289,0.4273519197729518,0.09236569274269557,0.050105263157894736,0.5044285111767187,-0.027971548733935203,SHORT_COLD_MEDIUM_COLD
1001-1500,memes,556,54584,912,0.021062355658198615,0.023030417945931754,-0.001968062287733139,0.39172964818843053,2.0428116712450097,0.47774807796292074,0.4718335001878738,0.09199593520234324,0.03404632916121801,0.4056683277150813,-0.16995370965349574,SHORT_COLD_MEDIUM_COLD
1001-1500,metaverse,11,1842,57,0.031843575418994415,0.023030417945931754,0.00881315747306266,0.4664478041846578,2.2441003946360465,0.46360403240865605,0.46656792892611326,0.09102244389027432,0.039473684210526314,0.509771986970684,-0.09878412305965578,SHORT_COLD_MEDIUM_COLD
1001-1500,mineable,409,91031,2307,0.0268903057358992,0.023030417945931754,0.003859887789967445,0.38461149143327744,2.2489435140630687,0.40926568123326146,0.38367224054528404,0.08851224105461393,0.042215805895776094,0.5139457986839648,0.03221211791733759,SHORT_COLD_MEDIUM_COLD
1001-1500,music,5,1012,31,0.03199174406604747,0.023030417945931754,0.008961326120115715,0.35425203474061634,2.114316990268829,0.37861662552497877,0.3479425799281702,0.08215962441314555,0.03531598513011153,0.4891304347826087,-0.2710943220016918,SHORT_COLD_MEDIUM_COLD
1001-1500,mvb,4,520,9,0.019693654266958426,0.023030417945931754,-0.0033367636789733285,0.3606415780794623,1.64762880795031,0.3306720972725936,0.3779007906019913,0.03260869565217391,0.03296703296703297,0.43846153846153846,-0.7807209537569213,SHORT_COLD_MEDIUM_COLD
1001-1500,near-protocol,3,463,14,0.0345679012345679,0.023030417945931754,0.011537483288636144,0.45844500194988375,2.210591575138388,0.44500105068982765,0.5025577001897725,0.095,0.025380710659898477,0.48812095032397407,-0.4252821545589064,SHORT_COLD_MEDIUM_COLD
1001-1500,okex-blockdream-ventures-portfolio,3,1544,29,0.01967435549525102,0.023030417945931754,-0.0033560624506807357,0.4249636848829949,2.091281028304856,0.4232694026918814,0.4351167919216862,0.07317073170731707,0.04738154613466334,0.4792746113989637,-0.3803196869166453,SHORT_COLD_MEDIUM_COLD
1001-1500,optimism,5,431,10,0.02577319587628866,0.023030417945931754,0.0027427779303569044,0.49298647994724665,2.289443652156235,0.49680910169706766,0.48916385819742564,0.10344827586206896,0.07027027027027027,0.5081206496519721,0.2097295944897398,SHORT_COLD_MEDIUM_COLD
1001-1500,oracles,14,4132,97,0.02409339294585196,0.023030417945931754,0.001062974999920207,0.4366867188419111,2.1150642867760667,0.42508048665734155,0.4560288751151748,0.0727470141150923,0.043738489871086556,0.48209099709583736,-0.27841707876570776,SHORT_COLD_MEDIUM_COLD
1001-1500,osmosis,4,506,8,0.017278617710583154,0.023030417945931754,-0.0057518002353486,0.3257534757684425,2.2630228148025124,0.3080039982764018,0.341929803403766,0.1,0.02880658436213992,0.4505928853754941,-0.38504074479981876,SHORT_COLD_MEDIUM_COLD
1001-1500,payments,42,4607,127,0.028629395852119027,0.023030417945931754,0.0055989779061872726,0.28999203865181866,2.273393174432817,0.33679957246566855,0.38353461986122683,0.09523809523809523,0.05136986301369863,0.45669633166919904,0.0,SHORT_COLD_MEDIUM_COLD
1001-1500,philanthropy,6,1229,24,0.020654044750430294,0.023030417945931754,-0.00237637319550146,0.4196721211392016,2.1283941461591303,0.4321065696019102,0.4232810566586972,0.09829867674858223,0.032467532467532464,0.5069161920260374,-0.28907395550595816,SHORT_COLD_MEDIUM_COLD
1001-1500,platform,192,46692,1152,0.02544057241287929,0.023030417945931754,0.0024101544669475373,0.4063216884623818,2.1797238931196308,0.4070385464322504,0.4193283069630997,0.07907490043663931,0.04490479179744716,0.5052257346012164,-0.047932149148496694,SHORT_COLD_MEDIUM_COLD
1001-1500,play-to-earn,7,958,16,0.019184652278177457,0.023030417945931754,-0.0038457656677542973,0.47163282772527987,2.1294183872295145,0.4396638824013236,0.5073230345985728,0.09375,0.02708803611738149,0.5167014613778705,-0.34114979913143484,SHORT_COLD_MEDIUM_COLD
1001-1500,polkadot,19,3745,93,0.024912938655237075,0.023030417945931754,0.0018825207093053214,0.492379510019026,2.0898095498694205,0.48980823598920425,0.49381878624334175,0.07599517490952955,0.04,0.503871829105474,-0.3070292807120426,SHORT_COLD_MEDIUM_COLD
1001-1500,polkastarter,12,3984,101,0.02554375316135559,0.023030417945931754,0.002513335215423837,0.4560487870353058,2.1174731557849507,0.4430767480102153,0.46545017915675224,0.07430167597765364,0.04301572617946346,0.5117971887550201,-0.19237375938073498,SHORT_COLD_MEDIUM_COLD
1001-1500,polygon,41,4956,107,0.022892597347026103,0.023030417945931754,-0.00013782059890565107,0.4130712303532653,2.0741745770085203,0.40123884273368315,0.42013749191425276,0.0685522531160115,0.04021655065738593,0.49979822437449556,-0.35335563393824104,SHORT_COLD_MEDIUM_COLD
1001-1500,pos,49,10221,222,0.022727272727272728,0.023030417945931754,-0.0003031452186590261,0.40718469625724407,2.1404750341531043,0.42690356287299913,0.4343578174587577,0.07587719298245614,0.04564144736842105,0.49515702964484887,-0.014525472129523887,SHORT_COLD_MEDIUM_COLD
1001-1500,pow,42,3853,110,0.029506437768240343,0.023030417945931754,0.006476019822308589,0.3554215274932111,2.3666611083665146,0.42035121776404466,0.4003706083141389,0.1045481393975192,0.050028425241614556,0.47054243446664934,0.0,SHORT_COLD_MEDIUM_COLD
1001-1500,prediction-markets,6,1075,26,0.02495201535508637,0.023030417945931754,0.001921597409154617,0.3103190647119776,2.028694947514164,0.30076393061922013,0.31898543127644785,0.05603448275862069,0.04671280276816609,0.44651162790697674,-0.22957133493957027,SHORT_COLD_MEDIUM_COLD
1001-1500,privacy,36,6442,149,0.024689312344656173,0.023030417945931754,0.001658894398724419,0.42078190669587834,2.1554253360566307,0.4341580131848776,0.4438797728381271,0.09131569139023481,0.03875476493011436,0.4694194349580876,-0.13200449669081438,SHORT_COLD_MEDIUM_COLD
1001-1500,quantum-resistant,3,399,5,0.012919896640826873,0.023030417945931754,-0.010110521305104881,0.4189006813559657,1.9884048630571873,0.4934795112725337,0.35234373773581895,0.07734806629834254,0.024271844660194174,0.5112781954887218,-0.3798139001030524,SHORT_COLD_MEDIUM_COLD
1001-1500,real-estate,18,5457,121,0.02247817202303548,0.023030417945931754,-0.0005522459228962731,0.38860321050192614,2.12613047365884,0.3895006439309151,0.39136937588275833,0.08875985068436333,0.03077443354751437,0.503023639362287,-0.12303535868817495,SHORT_COLD_MEDIUM_COLD
1001-1500,real-world-assets,11,2183,43,0.020782986950217495,0.023030417945931754,-0.0022474309957142592,0.49501458510216206,2.1961663259925035,0.49348151670781487,0.4968994543785775,0.0935856992639327,0.03577817531305903,0.510765002290426,-0.05295875953304503,SHORT_COLD_MEDIUM_COLD
1001-1500,rebase,8,596,15,0.026455026455026454,0.023030417945931754,0.0034246085090946995,0.23967976292384613,2.0882999529258846,0.2902430684566239,0.2320266918221019,0.07885304659498207,0.03515625,0.48825503355704697,0.023472998718556723,SHORT_HOT_MEDIUM_HOT
1001-1500,rehypothecated-crypto,22,839,15,0.025423728813559324,0.023030417945931754,0.0023933108676275697,0.47551993746147636,2.2573644654465594,0.4831309189064137,0.4880848999536954,0.10855263157894737,0.05755395683453238,0.5160905840286055,0.047930952403175846,SHORT_HOT_MEDIUM_HOT
1001-1500,scaling,6,794,13,0.016905071521456438,0.023030417945931754,-0.006125346424475316,0.3270656668038478,1.7137856043246307,0.29969582869515493,0.34530528942951777,0.04804804804804805,0.034403669724770644,0.49622166246851385,-0.11512273382290993,SHORT_COLD_MEDIUM_COLD
1001-1500,services,43,12646,319,0.025632784250703092,0.023030417945931754,0.0026023663047713384,0.354047877582424,2.1800860906435893,0.3565584501904959,0.36459651655198216,0.0761341908569442,0.04776438272546925,0.522062312193579,-0.03881854977062734,SHORT_COLD_MEDIUM_COLD
1001-1500,smart-contracts,13,779,10,0.014388489208633094,0.023030417945931754,-0.00864192873729866,0.38736631999182514,1.8993683014836213,0.43306164211080556,0.3704411852910579,0.0473186119873817,0.0431266846361186,0.49037227214377405,-0.06734634015872945,SHORT_COLD_MEDIUM_COLD
1001-1500,social-money,4,688,24,0.03488372093023256,0.023030417945931754,0.011853302984300804,0.4480920410691708,2.5165358263584774,0.4999981729982389,0.4137093851394911,0.11428571428571428,0.047337278106508875,0.5290697674418605,0.07944779247717858,SHORT_HOT_MEDIUM_HOT
1001-1500,social-token,5,740,18,0.02459016393442623,0.023030417945931754,0.001559745988494475,0.43878818174607337,2.22525734981117,0.4864216572973129,0.5549604397368912,0.07669616519174041,0.06804733727810651,0.4797297297297297,0.03973634428934544,SHORT_COLD_MEDIUM_COLD
1001-1500,solana,114,11291,266,0.026828038325769035,0.023030417945931754,0.0037976203798372812,0.42359444751911896,2.1414544050761863,0.43141726335408537,0.4243809111659289,0.08229598893499308,0.03896339253352664,0.48702506421043307,-0.32843423912999237,SHORT_COLD_MEDIUM_COLD
1001-1500,spartan-group,3,657,17,0.0258751902587519,0.023030417945931754,0.002844772312820147,0.49735038261493675,2.1150359649259975,0.48584954490387733,0.5053283731083934,0.08727272727272728,0.03664921465968586,0.5068493150684932,-0.2783512460160302,SHORT_COLD_MEDIUM_COLD
1001-1500,sports,58,22410,451,0.020484171322160148,0.023030417945931754,-0.002546246623771606,0.4320763498538616,2.108506118910328,0.4251582033637904,0.4378241339965942,0.06313960223981463,0.0510685778044803,0.49955377063810796,-0.2501200920597693,SHORT_COLD_MEDIUM_COLD
1001-1500,stablecoin,48,9142,197,0.022822057460611677,0.023030417945931754,-0.00020836048532007698,0.41851044635707824,2.242443740579227,0.4545167286477295,0.4214835403376789,0.07627885921231327,0.06034912718204489,0.5276744694815139,0.13317350924452226,SHORT_HOT_MEDIUM_HOT
1001-1500,staking,14,1170,31,0.028917910447761194,0.023030417945931754,0.00588749250182944,0.45966115628488746,2.4240417512886756,0.4950931193502154,0.43836741701308024,0.10040983606557377,0.0410958904109589,0.47863247863247865,-0.3356199042135335,SHORT_COLD_MEDIUM_COLD
1001-1500,storage,3,729,17,0.023842917251051893,0.023030417945931754,0.0008124993051201387,0.42820131912812087,2.0897324386833143,0.40898388527173823,0.43039000932073035,0.0718954248366013,0.046798029556650245,0.48148148148148145,-0.2939391582386172,SHORT_COLD_MEDIUM_COLD
1001-1500,store-of-value,12,2589,59,0.024013024013024013,0.023030417945931754,0.0009826060670922593,0.3465392456034056,2.154945778244752,0.3685388326435119,0.33009100678806286,0.06816220880069025,0.055944055944055944,0.541135573580533,-0.03395407408026132,SHORT_COLD_MEDIUM_COLD
1001-1500,substrate,5,1699,41,0.02492401215805471,0.023030417945931754,0.0018935942121229565,0.4413317075575315,1.9926910886561835,0.4392927389780255,0.44236348600664444,0.06766917293233082,0.03775510204081633,0.4885226603884638,-0.3228004299035153,SHORT_COLD_MEDIUM_COLD
1001-1500,sui,6,785,13,0.0182328190743338,0.023030417945931754,-0.004797598871597954,0.4468929956809893,2.106604136677236,0.44733920648084396,0.4467461369373968,0.07333333333333333,0.04116222760290557,0.47006369426751593,-0.4740462702716498,SHORT_COLD_MEDIUM_COLD
