rank_band,sign,amplitude,n_events,unique_assets,horizon,p_rev,gb_med,gb_p75,cont_prob,cont_amp_sig,fwd_med_sig
1501-2000,DOWN,20%+,37346,4227,21D,0.7599475178064585,1.718188957113475,4.542207897156448,0.23429550688159376,-2.1067274741546798,2.414259237599106
1501-2000,DOWN,20%+,37346,4227,30D,0.7534675735018476,2.1534020249955512,5.882816089146225,0.2414180902907942,-3.3409319294959583,3.0734006242752923
1501-2000,DOWN,15%,20479,3881,1D,0.5785927047219103,0.09206502134489591,0.6494249757349796,0.4139362273548513,-0.3903095867374916,0.10838943529374993
1501-2000,DOWN,15%,20479,3881,2D,0.5981737389520972,0.17724773596204027,0.8739373398373337,0.3955759558572196,-0.5305465497069524,0.20523698023580988
1501-2000,DOWN,15%,20479,3881,3D,0.6031544509009229,0.22714336716909309,1.036454918407496,0.3900092777967674,-0.6549202702642465,0.26052830169899993
1501-2000,DOWN,15%,20479,3881,5D,0.6092094340543972,0.3171693956180282,1.3082412618562393,0.3849797353386396,-0.8142074730802494,0.34875569396836953
1501-2000,DOWN,15%,20479,3881,7D,0.6120416035939255,0.3890840545390246,1.5416778439317884,0.3816592607060892,-0.9378037866199913,0.43796090234949653
1501-2000,DOWN,15%,20479,3881,10D,0.6258606377264515,0.5133186953621789,2.0091700480847683,0.36803554861077203,-1.1583713258194794,0.6084696528842939
1501-2000,DOWN,15%,20479,3881,14D,0.6329410615752722,0.6663025338144436,2.5821762573744773,0.3617364129107867,-1.4552355424446952,0.7605503438129252
1501-2000,DOWN,15%,20479,3881,21D,0.6396796718589774,0.9137313062168089,3.604628978818667,0.3548513110991748,-1.9064048365160864,1.0387370045575024
1501-2000,DOWN,15%,20479,3881,30D,0.6380682650520045,1.1964655614122524,4.791576612803832,0.3561697348503345,-2.479264903769103,1.3928612334189672
1501-2000,DOWN,nan,5520,1418,1D,0.5005434782608695,0.0,0.30493601215775257,0.4963768115942029,-0.7711988200815627,0.0
1501-2000,DOWN,nan,5520,1418,2D,0.506159420289855,0.0006069029249231531,0.4355553670922415,0.48985507246376814,-1.1703052621113847,0.00199281443021719
1501-2000,DOWN,nan,5520,1418,3D,0.49583333333333335,0.0,0.531253792615831,0.4996376811594203,-1.4988780792030485,-0.007391920007975495
1501-2000,DOWN,nan,5520,1418,5D,0.46902173913043477,0.0,0.6292929197921994,0.5266304347826087,-1.9243751517653824,-0.14755880114662173
1501-2000,DOWN,nan,5520,1418,7D,0.45652173913043476,0.0,0.7628899281595475,0.5393115942028985,-2.3678370703717335,-0.25322393639291596
1501-2000,DOWN,nan,5520,1418,10D,0.46557971014492755,0.0,1.003058440177436,0.5289855072463768,-2.833886694442934,-0.2879792102423444
1501-2000,DOWN,nan,5520,1418,14D,0.45670289855072466,0.0,1.1114810280488638,0.5382246376811595,-3.463622462350623,-0.44653081273494677
1501-2000,DOWN,nan,5520,1418,21D,0.45760869565217394,0.0,1.470977074583204,0.5384057971014493,-4.7059483005119995,-0.5947164544639985
1501-2000,DOWN,nan,5520,1418,30D,0.4431159420289855,0.0,2.0454394115172305,0.5527173913043478,-5.951874175873009,-1.108887520996739
