index,canonical,live,diff
201966,0.6300701211115305,0.6300701211115305,0.0
201967,0.058020680159344355,0.058020680159344355,0.0
201968,-0.2812234945010461,-0.2812234945010461,0.0
201969,-0.2446534756540109,-0.2446534756540109,0.0
201970,-0.48793047271669576,-0.48793047271669576,0.0
201971,-0.628341250619484,-0.628341250619484,0.0
201972,-0.561837217956879,-0.561837217956879,0.0
201973,-1.03959929200585,-1.03959929200585,0.0
201974,-1.4970714455917904,-1.4970714455917904,0.0
201975,-1.7169567909958676,-1.7169567909958676,0.0
201976,-1.018875111178259,-1.018875111178259,0.0
201977,-0.9258050155723272,-0.9258050155723272,0.0
201978,0.5488706085033815,0.5488706085033815,0.0
201979,0.15363960747371988,0.15363960747371988,0.0
201980,-0.5601177726560255,-0.5601177726560255,0.0
201981,-0.5617427651565337,-0.5617427651565337,0.0
201982,-1.5509416696231906,-1.5509416696231906,0.0
201983,-1.6430989913140017,-1.6430989913140017,0.0
201984,-1.817771424059784,-1.817771424059784,0.0
201985,-1.0343191653290278,-1.0343191653290278,0.0
201986,0.13288059226267399,0.13288059226267399,0.0
201987,-0.7527527672433357,-0.7527527672433357,0.0
201988,-0.7348711960708378,-0.7348711960708378,0.0
201989,1.4094376775078075,1.4094376775078075,0.0
201990,0.6782927763302607,0.6782927763302607,0.0
201991,1.7080713230152436,1.7080713230152436,0.0
201992,1.9673911051996364,1.9673911051996364,0.0
201993,1.2178096705929922,1.2178096705929922,0.0
201994,-0.32387443181467074,-0.32387443181467074,0.0
201995,-1.0121630691337686,-1.0121630691337686,0.0
201996,-1.5612454222304983,-1.5612454222304983,0.0
201997,-1.9487973301219834,-1.9487973301219834,0.0
201998,-1.164816228253805,-1.164816228253805,0.0
201999,-1.5270245288181414,-1.5270245288181414,0.0
202000,-0.4350709046494167,-0.4350709046494167,0.0
202001,-0.10523579501052507,-0.10523579501052507,0.0
202002,-1.3260397239831787,-1.3260397239831787,0.0
202003,-1.4907952697378046,-1.4907952697378046,0.0
202004,-1.263633662184646,-1.263633662184646,0.0
202005,-0.5942170901318741,-0.5942170901318741,0.0
202006,-1.144873266170696,-1.144873266170696,0.0
202007,-0.8436614862493179,-0.8436614862493179,0.0
202008,-0.9758950112296039,-0.9758950112296039,0.0
202009,-1.3488997475102238,-1.3488997475102238,0.0
202010,-1.2415020928114566,-1.2415020928114566,0.0
202011,-1.4850577728491314,-1.4850577728491314,0.0
202012,-1.9823959204870885,-1.9823959204870885,0.0
202013,-2.1028124161318247,-2.1028124161318247,0.0
202014,-1.9648363514986042,-1.9648363514986042,0.0
202015,-1.3664106897551358,-1.3664106897551358,0.0
202016,-1.0993483992572917,-1.0993483992572917,0.0
202017,-1.0573057348750659,-1.0573057348750659,0.0
202018,-1.4418679189749406,-1.4418679189749406,0.0
