checkpoint,model,condition,n,median_prediction,mae_in_sample,iqr,mad
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|20|DOWN_HEAVY,1,24.899999999998812,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|20|UP_HEAVY,1,36.999999999998145,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|21|DOWN_HEAVY,2,34.49999999999953,19.899999999999363,19.89999999999936,19.899999999999363
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|22|DOWN_HEAVY,1,75.9999999999983,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|22|UP_HEAVY,1,17.899999999999583,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|24|BALANCED,1,0.0,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|24|DOWN_LEAN,1,5.800000000000246,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|24|UP_HEAVY,1,25.299999999999216,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|24|UP_LEAN,1,27.70000000000161,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|25|DOWN_HEAVY,1,42.199999999998894,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|26|DOWN_HEAVY,2,62.30000000000068,9.800000000000917,9.800000000000914,9.800000000000917
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|26|DOWN_LEAN,1,49.900000000000496,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|26|UP_HEAVY,1,42.40000000000022,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|26|UP_LEAN,1,36.899999999999714,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|27|BALANCED,1,18.899999999999473,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|27|UP_HEAVY,1,23.899999999998926,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|28|BALANCED,1,31.60000000000052,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|28|DOWN_LEAN,1,27.69999999999939,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|28|UP_HEAVY,1,31.300000000000765,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|29|DOWN_HEAVY,1,75.29999999999815,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|30|DOWN_HEAVY,1,39.59999999999963,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|30|DOWN_LEAN,1,51.00000000000104,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|31|DOWN_HEAVY,1,49.7000000000014,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|31|DOWN_LEAN,2,28.750000000000718,2.1499999999996504,2.1499999999996504,2.1499999999996504
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|31|UP_HEAVY,1,36.00000000000047,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|32|UP_HEAVY,2,67.69999999999942,29.099999999999678,29.099999999999675,29.099999999999678
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|33|UP_HEAVY,1,53.10000000000147,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|34|DOWN_HEAVY,1,31.400000000001427,0.0,0.0,0.0
06AM,B5_TIER_STATE_LOOPS_BALANCE,T3|PARTIAL_LOOP|35|UP_HEAVY,1,15.899999999999807,0.0,0.0,0.0
09AM,B0,ALL,442,21.59999999999939,18.179864253393614,28.274999999999824,13.199999999999878
09AM,B1_TIER,MISSING,10,21.399999999999196,26.45000000000009,52.150000000000254,21.399999999999196
09AM,B1_TIER,T1,232,22.050000000000125,17.22586206896544,28.0249999999993,12.94999999999935
09AM,B1_TIER,T2,139,21.59999999999939,18.227338129496385,27.75000000000083,13.400000000001185
09AM,B1_TIER,T3,61,17.899999999999583,20.11311475409828,28.500000000000192,12.09999999999933
09AM,B2_TIER_CHECKPOINT,MISSING,10,21.399999999999196,26.45000000000009,52.150000000000254,21.399999999999196
09AM,B2_TIER_CHECKPOINT,T1,232,22.050000000000125,17.22586206896544,28.0249999999993,12.94999999999935
09AM,B2_TIER_CHECKPOINT,T2,139,21.59999999999939,18.227338129496385,27.75000000000083,13.400000000001185
09AM,B2_TIER_CHECKPOINT,T3,61,17.899999999999583,20.11311475409828,28.500000000000192,12.09999999999933
09AM,B3_TIER_STATE,MISSING|AR_NO_GO_STATE,10,21.399999999999196,26.45000000000009,52.150000000000254,21.399999999999196
09AM,B3_TIER_STATE,T1|BALANCED_ASIA,55,21.500000000000963,19.378181818181755,29.249999999999556,12.099999999999334
09AM,B3_TIER_STATE,T1|ONE_SIDED_DOWN,28,20.75000000000049,15.14285714285714,23.79999999999937,10.150000000000995
09AM,B3_TIER_STATE,T1|ONE_SIDED_UP,29,22.199999999998884,15.448275862068796,21.60000000000161,10.799999999999695
09AM,B3_TIER_STATE,T1|PARTIAL_LOOP,120,23.699999999998724,17.054166666666646,29.574999999999466,14.200000000000879
09AM,B3_TIER_STATE,T2|BALANCED_ASIA,1,0.0,0.0,0.0,0.0
09AM,B3_TIER_STATE,T2|FULL_LOOP,4,14.399999999999972,14.34999999999964,16.149999999999224,3.7999999999993612
09AM,B3_TIER_STATE,T2|ONE_SIDED_DOWN,4,29.000000000000135,16.599999999999945,20.300000000000868,11.700000000000042
09AM,B3_TIER_STATE,T2|ONE_SIDED_UP,3,19.599999999999618,13.733333333334485,20.600000000001728,16.80000000000126
09AM,B3_TIER_STATE,T2|OVER_COMPLETED,13,16.400000000000855,15.276923076923238,28.09999999999979,10.700000000001264
09AM,B3_TIER_STATE,T2|PARTIAL_LOOP,114,23.49999999999963,18.607017543859637,28.72500000000055,12.950000000000461
09AM,B3_TIER_STATE,T3|FULL_LOOP,6,63.750000000000185,53.75000000000019,94.39999999999951,51.24999999999936
09AM,B3_TIER_STATE,T3|OVER_COMPLETED,16,14.600000000000168,12.225000000000012,16.550000000000168,8.850000000000243
09AM,B3_TIER_STATE,T3|PARTIAL_LOOP,39,19.599999999999618,17.161538461538555,26.849999999999376,12.400000000001292
09AM,B4_TIER_STATE_LOOPS,MISSING|AR_NO_GO_STATE|0,10,21.399999999999196,26.45000000000009,52.150000000000254,21.399999999999196
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|10,1,35.099999999999014,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|12,1,22.69999999999994,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|13,1,98.4000000000007,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|14,1,8.50000000000017,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|15,2,25.049999999998683,15.34999999999953,15.349999999999532,15.34999999999953
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|16,1,32.2,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|17,3,19.49999999999896,3.43333333333362,5.150000000000432,3.899999999998901
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|18,2,14.300000000000422,4.899999999998792,4.899999999998794,4.899999999998792
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|20,4,17.70000000000049,14.449999999999743,16.04999999999912,2.900000000000123
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|21,4,33.99999999999958,14.750000000000043,17.650000000000166,11.050000000000232
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|22,1,33.70000000000095,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|23,5,26.600000000001064,14.5199999999992,28.699999999997058,16.90000000000191
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|24,4,21.200000000000106,7.599999999999275,12.49999999999918,6.249999999999867
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|25,2,55.24999999999891,36.450000000000095,36.45000000000009,36.450000000000095
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|26,3,17.899999999999583,12.966666666667232,19.450000000000855,2.699999999999921
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|28,2,9.40000000000052,0.09999999999954312,0.09999999999954312,0.09999999999954312
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|29,4,50.90000000000038,39.7249999999999,45.12499999999975,26.050000000000797
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|30,3,9.500000000000064,0.5333333333338679,0.8000000000008018,0.6000000000017138
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|31,3,61.19999999999903,23.300000000000168,34.950000000000244,24.80000000000259
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|32,1,21.500000000000963,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|33,3,43.699999999999854,23.066666666666787,34.600000000000186,29.300000000000985
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|37,1,18.400000000000638,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|38,1,33.10000000000146,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|39,1,41.89999999999916,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|BALANCED_ASIA|42,1,7.399999999999629,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|15,1,50.59999999999842,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|16,1,26.100000000000012,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|17,1,19.199999999999218,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|19,1,2.4000000000001798,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|20,3,21.299999999999653,8.866666666666282,13.299999999999423,10.900000000000357
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|21,3,36.6999999999984,35.266666666668264,52.90000000000239,22.900000000001253
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|22,2,4.250000000000085,0.5500000000002743,0.5500000000002743,0.5500000000002743
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|23,3,29.700000000001396,5.299999999999194,7.949999999998791,0.5999999999972658
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|24,1,8.300000000001084,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|25,2,20.200000000000216,1.0999999999994348,1.0999999999994365,1.0999999999994348
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|26,2,20.80000000000082,0.599999999999488,0.5999999999994863,0.599999999999488
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|27,2,26.000000000000462,11.400000000000295,11.400000000000293,11.400000000000295
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|29,1,68.50000000000021,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|30,2,24.84999999999959,14.049999999999896,14.049999999999894,14.049999999999896
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|33,1,45.90000000000093,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|35,1,5.299999999999194,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_DOWN|36,1,13.699999999998717,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|17,2,17.549999999999514,17.35000000000042,17.35000000000042,17.35000000000042
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|18,1,3.60000000000138,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|19,1,45.79999999999806,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|20,2,33.799999999999386,3.500000000000721,3.5000000000007176,3.500000000000721
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|21,2,29.149999999998897,21.14999999999978,21.14999999999978,21.14999999999978
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|22,2,19.549999999999287,2.649999999999597,2.6499999999995936,2.649999999999597
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|24,2,25.75000000000105,2.0499999999989935,2.0499999999989917,2.0499999999989935
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|25,1,24.999999999999467,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|26,1,12.30000000000064,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|27,1,101.7000000000001,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|28,6,19.799999999999812,17.86666666666677,8.000000000000227,4.899999999999904
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|29,3,20.899999999999253,11.499999999999105,17.249999999998657,16.499999999997073
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|30,1,39.39999999999833,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|31,1,48.09999999999981,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|32,1,20.500000000001066,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|34,1,15.699999999998493,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|ONE_SIDED_UP|36,1,24.69999999999972,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|14,1,14.6999999999986,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|16,1,73.29999999999836,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|17,2,13.74999999999904,2.849999999998687,2.849999999998687,2.849999999998687
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|18,6,23.400000000000087,14.583333333333018,21.124999999997943,12.549999999998949
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|19,4,23.499999999998522,12.874999999999968,18.57499999999956,11.15000000000088
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|20,3,23.49999999999852,11.833333333333881,17.750000000000817,11.699999999998933
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|21,1,25.500000000000522,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|22,4,12.300000000000644,12.975000000000069,22.575000000000784,10.850000000000026
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|23,5,9.00000000000123,8.999999999999451,6.800000000000136,3.60000000000138
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|24,7,34.69999999999862,20.60000000000014,40.60000000000063,26.19999999999844
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|25,9,20.700000000000163,10.69999999999954,12.999999999998572,8.400000000001736
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|26,4,6.999999999999229,10.850000000000028,16.350000000000534,6.2499999999998685
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|27,13,23.699999999999832,20.007692307692373,32.30000000000066,17.20000000000165
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|28,9,30.20000000000023,17.333333333332902,27.799999999997834,14.899999999999913
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|29,5,37.4999999999992,16.120000000000353,19.800000000000928,12.100000000001558
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|30,8,16.54999999999962,13.500000000000178,25.575000000001012,11.799999999999589
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|31,7,31.699999999998948,12.35714285714324,20.70000000000127,7.900000000000684
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|32,7,21.59999999999939,8.971428571428978,11.800000000000697,3.4000000000000625
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|33,3,37.40000000000076,20.800000000000818,31.20000000000123,27.10000000000212
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|34,5,26.700000000001722,21.040000000000166,15.600000000000051,2.4000000000024038
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|35,4,36.15000000000035,13.59999999999972,21.149999999999224,12.249999999999204
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|36,3,50.79999999999973,27.766666666665753,41.64999999999863,32.7999999999995
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|38,4,7.599999999999827,6.4000000000002935,7.1999999999999815,1.3000000000007468
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|39,1,51.69999999999897,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|40,3,16.599999999999945,15.83333333333344,23.75000000000016,10.49999999999995
09AM,B4_TIER_STATE_LOOPS,T1|PARTIAL_LOOP|43,1,0.0,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|BALANCED_ASIA|32,1,0.0,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|20,1,16.199999999999555,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|21,1,12.600000000000389,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|29,1,8.600000000000833,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|FULL_LOOP|36,1,62.400000000000226,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|21,1,32.70000000000106,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|24,1,68.2999999999989,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|26,1,9.300000000000978,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_DOWN|27,1,25.299999999999212,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_UP|20,1,19.599999999999618,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_UP|28,1,2.7999999999983594,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|ONE_SIDED_UP|31,1,44.00000000000181,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|13,1,16.400000000000855,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|21,1,0.0,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|23,3,36.89999999999971,2.333333333333819,3.5000000000007248,3.3000000000016385
09AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|26,1,37.700000000000514,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|27,3,15.600000000000058,5.699999999999598,8.549999999999397,6.800000000000139
09AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|32,2,9.799999999999809,0.9999999999998899,0.9999999999998899,0.9999999999998899
09AM,B4_TIER_STATE_LOOPS,T2|OVER_COMPLETED|33,2,40.05000000000036,34.35000000000077,34.350000000000776,34.35000000000077
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|8,1,19.899999999997142,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|11,1,13.900000000000023,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|15,1,88.79999999999998,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|16,1,68.70000000000154,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|17,3,4.500000000000615,7.0999999999998815,10.649999999999823,4.300000000001521
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|18,3,11.000000000001005,21.033333333334195,31.550000000001297,8.500000000002391
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|19,2,2.2500000000003073,2.2500000000003073,2.2500000000003073,2.2500000000003073
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|20,3,36.00000000000047,14.466666666666697,21.700000000000045,13.90000000000002
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|21,7,28.09999999999979,12.357142857142605,17.849999999999252,11.90000000000024
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|22,8,10.150000000000988,15.174999999999772,26.374999999997932,8.450000000000953
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|23,11,29.799999999999823,14.381818181818534,20.7500000000016,9.50000000000006
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|24,6,21.49999999999985,11.666666666665753,10.699999999997928,6.799999999999027
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|25,8,22.79999999999949,21.59999999999995,28.025000000000958,14.85000000000069
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|26,10,20.85000000000003,20.499999999999957,24.700000000002497,14.650000000001608
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|27,7,19.400000000000524,25.45714285714278,34.99999999999948,18.000000000000234
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|28,6,23.799999999999372,23.233333333333437,43.30000000000055,19.549999999999287
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|29,2,31.349999999999987,19.15,19.149999999999995,19.15
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|30,6,30.100000000000684,10.833333333333622,14.475000000001017,7.85000000000036
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|31,9,29.300000000000992,17.33333333333315,17.300000000000086,9.399999999999409
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|32,4,17.34999999999931,7.8499999999998025,9.399999999999967,2.0500000000001073
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|33,1,52.90000000000016,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|34,7,20.200000000001324,13.528571428571237,12.049999999998995,6.800000000000132
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|35,3,47.8999999999985,16.03333333333327,24.04999999999991,14.900000000002137
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|36,2,36.40000000000087,10.900000000000357,10.900000000000354,10.900000000000357
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|37,1,56.30000000000024,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T2|PARTIAL_LOOP|42,1,8.20000000000043,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|19,1,0.0,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|21,1,102.49999999999872,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|25,2,49.40000000000055,49.40000000000055,49.40000000000056,49.40000000000055
09AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|27,1,28.69999999999927,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|FULL_LOOP|33,1,149.90000000000057,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|15,1,5.800000000000253,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|16,1,58.39999999999844,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|18,1,12.300000000000644,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|20,1,15.300000000000317,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|21,2,26.50000000000041,16.3000000000002,16.300000000000203,16.3000000000002
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|23,2,7.949999999999903,3.250000000000199,3.250000000000199,3.250000000000199
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|25,2,23.800000000000487,8.29999999999886,8.29999999999886,8.29999999999886
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|27,1,50.39999999999933,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|28,1,0.0,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|30,1,0.0,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|34,1,15.700000000000713,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|36,1,13.90000000000002,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|OVER_COMPLETED|37,1,23.50000000000074,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|12,1,10.099999999999554,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|14,1,7.099999999999888,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|15,1,32.00000000000091,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|17,1,8.199999999998212,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|19,1,3.4000000000000696,0.0,0.0,0.0
09AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|20,3,6.599999999998829,8.533333333332985,12.799999999999478,5.899999999998684
09AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|21,2,26.59999999999996,11.999999999999787,11.999999999999787,11.999999999999787
09AM,B4_TIER_STATE_LOOPS,T3|PARTIAL_LOOP|22,2,46.94999999999894,29.049999999999358,29.049999999999358,29.049999999999358
