date,state,bias_direction,regime,asian_range_pips,tier,actual_mfe,direction_correct,deficit_9am,squeeze_flag,required_velocity,pace_9h,pace_10h,pace_11h,pace_12h,pace_13h
2026-02-26,EXHAUSTION,LONG,FAILED,50.8,T3,36.7,1,0.0,0,18.06,0.366,0.389,0.379,0.36,0.34
2026-03-02,9/9_LOCK,LONG,CONFIRMED,30.3,T3,123.9,1,0.0,0,0.0,4.165,2.67,1.797,1.335,1.241
2026-03-03,9/9_LOCK,LONG,CONFIRMED,44.7,T3,88.8,1,0.0,0,4.59,1.848,1.455,1.23,1.07,0.935
2026-03-04,EXHAUSTION,SHORT,FAILED,35.5,T3,21.4,1,0.0,0,13.47,1.206,0.689,0.464,0.344,0.284
2026-03-10,9/9_LOCK,SHORT,CONFIRMED,17.2,T1,21.0,1,0.029,0,4.4,0.271,0.614,0.515,0.498,0.446
2026-03-12,EXHAUSTION,LONG,FAILED,72.6,T3,33.3,1,0.0,0,29.64,0.669,0.383,0.305,0.227,0.187
2026-03-16,EXHAUSTION,LONG,FAILED,53.2,T3,35.2,0,0.0,0,19.56,0.981,0.756,0.509,0.378,0.311
2026-03-25,EXHAUSTION,LONG,FAILED,27.0,T2,35.9,1,0.0,0,6.32,1.209,0.885,0.691,0.532,0.461
2026-03-26,EXHAUSTION,LONG,FAILED,20.9,T2,25.3,1,0.0,0,5.39,1.217,0.816,0.571,0.439,0.381
2026-03-30,EXHAUSTION,LONG,FAILED,52.8,T3,53.7,1,0.0,0,15.66,1.848,1.056,0.72,0.562,0.463
2026-04-01,EXHAUSTION,SHORT,FAILED,42.5,T3,85.3,1,0.0,0,4.19,2.179,1.683,1.133,0.842,0.77
2026-04-02,EXHAUSTION,LONG,FAILED,60.1,T3,75.0,1,0.0,0,15.05,2.309,1.32,0.888,0.66,0.587
2026-04-06,EXHAUSTION,SHORT,FAILED,35.9,T3,24.0,1,0.0,0,13.15,0.496,0.764,0.514,0.382,0.315
2026-04-09,EXHAUSTION,SHORT,FAILED,22.2,T2,20.4,1,0.0,0,7.02,0.699,0.416,0.291,0.224,0.194
2026-04-10,EXHAUSTION,SHORT,FAILED,27.9,T2,32.4,1,0.0,0,7.47,0.407,0.242,0.17,0.131,0.113
2026-04-13,EXHAUSTION,SHORT,FAILED,41.4,T3,14.9,1,0.0,0,17.72,0.314,0.179,0.121,0.09,0.074
2026-04-14,9/9_LOCK,SHORT,CONFIRMED,13.8,T1,39.0,1,0.0,0,0.0,1.111,1.901,1.358,1.146,1.025
2026-04-20,EXHAUSTION,SHORT,FAILED,36.4,T3,18.7,1,0.0,0,14.46,0.516,0.295,0.199,0.148,0.122
2026-04-28,EXHAUSTION,LONG,FAILED,35.8,T3,62.5,1,0.0,0,5.4,2.687,1.536,1.044,0.849,0.699
2026-05-04,EXHAUSTION,LONG,FAILED,48.6,T3,59.3,1,0.0,0,12.44,1.255,1.009,0.726,0.54,0.574
2026-05-06,EXHAUSTION,SHORT,FAILED,44.7,T3,57.0,1,0.0,0,10.95,1.772,1.012,0.797,0.592,0.6
2026-05-07,EXHAUSTION,SHORT,FAILED,20.8,T2,17.8,1,0.0,0,6.84,0.954,0.568,0.401,0.308,0.286
2026-05-08,EXHAUSTION,SHORT,FAILED,28.0,T2,31.9,1,0.0,0,7.62,0.92,0.548,0.457,0.397,0.344
2026-05-14,9/9_LOCK,LONG,CONFIRMED,8.6,T1,12.8,1,0.0,0,1.74,0.744,0.726,0.625,0.514,0.46
2026-05-18,EXHAUSTION,SHORT,FAILED,25.2,T2,7.9,1,0.3,1,11.02,0.0,0.193,0.175,0.134,0.116
2026-05-21,EXHAUSTION,LONG,FAILED,22.4,T2,37.3,1,0.0,0,3.74,0.657,0.761,0.533,0.41,0.355
